5, 0
2, 0
3, 0
4, 0
5, 6
6, 87
7, 81
8, 76
9, 82
10, 81
11, 77
12, 80
13, 82
14, 86
15, 83
16, 84
17, 86
18, 79
19, 76
20, 79
21, 88
22, 81
23, 85
24, 83
25, 74
26, 84
27, 84
28, 85
29, 83
30, 81
31, 84
32, 83
33, 83
34, 84
35, 79
36, 82
37, 82
38, 81
39, 81
40, 83
41, 79
42, 77
43, 80
44, 79
45, 81
46, 81
47, 83
48, 78
49, 81
50, 80
51, 80
52, 82
53, 78
54, 80
55, 80
56, 82
57, 83
58, 85
59, 81
60, 78
61, 78
62, 82
63, 83
64, 81
65, 80
66, 81
67, 85
68, 80
69, 81
70, 86
71, 78
72, 77
73, 83
74, 81
75, 84
76, 79
77, 86
78, 81
79, 84
80, 82
81, 80
82, 82
83, 76
84, 81
85, 83
86, 83
87, 80
88, 82
89, 83
90, 83
91, 79
92, 81
93, 78
94, 78
95, 84
96, 86
97, 82
98, 87
99, 80
100, 77
101, 81
