6, 0
2, 0
3, 0
4, 1
5, 16
6, 80
7, 79
8, 81
9, 82
10, 78
11, 86
12, 77
13, 81
14, 79
15, 83
16, 81
17, 82
18, 77
19, 83
20, 83
21, 79
22, 85
23, 82
24, 85
25, 83
26, 81
27, 80
28, 78
29, 83
30, 84
31, 80
32, 84
33, 85
34, 82
35, 76
36, 84
37, 79
38, 77
39, 86
40, 85
41, 80
42, 79
43, 75
44, 84
45, 87
46, 82
47, 81
48, 85
49, 79
50, 85
51, 81
52, 82
53, 81
54, 86
55, 83
56, 81
57, 83
58, 83
59, 79
60, 79
61, 84
62, 78
63, 77
64, 82
65, 74
66, 84
67, 82
68, 81
69, 80
70, 78
71, 80
72, 77
73, 74
74, 80
75, 77
76, 78
77, 83
78, 79
79, 81
80, 80
81, 78
82, 80
83, 81
84, 79
85, 84
86, 82
87, 78
88, 78
89, 81
90, 81
91, 77
92, 78
93, 80
94, 75
95, 79
96, 81
97, 80
98, 83
99, 76
100, 79
101, 85
