8, 0
2, 0
3, 0
4, 0
5, 1
6, 13
7, 79
8, 78
9, 78
10, 87
11, 81
12, 78
13, 79
14, 80
15, 74
16, 80
17, 83
18, 84
19, 76
20, 75
21, 81
22, 83
23, 83
24, 79
25, 76
26, 84
27, 82
28, 81
29, 86
30, 81
31, 78
32, 81
33, 77
34, 85
35, 81
36, 78
37, 81
38, 83
39, 82
40, 83
41, 79
42, 80
43, 79
44, 83
45, 81
46, 84
47, 79
48, 83
49, 83
50, 87
51, 81
52, 80
53, 73
54, 81
55, 79
56, 76
57, 81
58, 82
59, 81
60, 85
61, 86
62, 79
63, 77
64, 83
65, 88
66, 78
67, 82
68, 81
69, 80
70, 87
71, 80
72, 82
73, 80
74, 80
75, 82
76, 85
77, 82
78, 78
79, 81
80, 84
81, 81
82, 80
83, 84
84, 82
85, 80
86, 74
87, 85
88, 81
89, 82
90, 82
91, 82
92, 82
93, 82
94, 81
95, 80
96, 78
97, 82
98, 83
99, 79
100, 83
101, 80
