3, 0
2, 0
3, 0
4, 0
5, 2
6, 31
7, 78
8, 77
9, 75
10, 78
11, 78
12, 85
13, 81
14, 82
15, 85
16, 80
17, 73
18, 74
19, 77
20, 82
21, 75
22, 78
23, 85
24, 81
25, 86
26, 79
27, 79
28, 80
29, 85
30, 81
31, 78
32, 83
33, 85
34, 77
35, 79
36, 85
37, 86
38, 80
39, 83
40, 85
41, 85
42, 80
43, 81
44, 78
45, 82
46, 81
47, 82
48, 76
49, 80
50, 77
51, 82
52, 80
53, 82
54, 80
55, 79
56, 85
57, 82
58, 79
59, 83
60, 81
61, 76
62, 80
63, 81
64, 79
65, 78
66, 80
67, 84
68, 78
69, 79
70, 85
71, 77
72, 81
73, 85
74, 85
75, 78
76, 79
77, 78
78, 81
79, 78
80, 82
81, 81
82, 83
83, 81
84, 83
85, 83
86, 80
87, 78
88, 81
89, 83
90, 83
91, 81
92, 82
93, 75
94, 83
95, 81
96, 80
97, 83
98, 82
99, 81
100, 86
101, 84
