2, 0
2, 0
3, 0
4, 0
5, 3
6, 53
7, 80
8, 82
9, 80
10, 84
11, 82
12, 77
13, 79
14, 82
15, 84
16, 85
17, 82
18, 81
19, 79
20, 86
21, 80
22, 78
23, 79
24, 84
25, 78
26, 81
27, 86
28, 82
29, 79
30, 84
31, 81
32, 79
33, 82
34, 83
35, 84
36, 81
37, 81
38, 85
39, 81
40, 84
41, 78
42, 83
43, 82
44, 77
45, 83
46, 81
47, 85
48, 80
49, 85
50, 78
51, 82
52, 87
53, 81
54, 80
55, 80
56, 79
57, 82
58, 84
59, 82
60, 82
61, 74
62, 77
63, 84
64, 79
65, 80
66, 85
67, 78
68, 80
69, 87
70, 79
71, 82
72, 76
73, 79
74, 79
75, 82
76, 82
77, 79
78, 81
79, 85
80, 78
81, 87
82, 78
83, 78
84, 82
85, 83
86, 84
87, 78
88, 84
89, 78
90, 76
91, 85
92, 80
93, 81
94, 76
95, 85
96, 82
97, 86
98, 80
99, 85
100, 79
101, 81
