7, 0
2, 0
3, 0
4, 0
5, 2
6, 35
7, 83
8, 80
9, 85
10, 82
11, 82
12, 75
13, 80
14, 81
15, 81
16, 79
17, 82
18, 81
19, 82
20, 78
21, 83
22, 77
23, 77
24, 80
25, 79
26, 84
27, 80
28, 81
29, 81
30, 87
31, 80
32, 81
33, 75
34, 85
35, 85
36, 83
37, 83
38, 82
39, 80
40, 82
41, 80
42, 80
43, 80
44, 78
45, 83
46, 82
47, 80
48, 83
49, 81
50, 82
51, 78
52, 81
53, 80
54, 78
55, 79
56, 84
57, 85
58, 82
59, 80
60, 80
61, 76
62, 87
63, 87
64, 83
65, 84
66, 78
67, 78
68, 78
69, 83
70, 83
71, 81
72, 79
73, 80
74, 78
75, 81
76, 81
77, 81
78, 80
79, 76
80, 83
81, 82
82, 83
83, 82
84, 85
85, 84
86, 82
87, 77
88, 84
89, 82
90, 80
91, 78
92, 84
93, 84
94, 83
95, 82
96, 80
97, 81
98, 81
99, 82
100, 76
101, 84
