5, 0
2, 0
3, 0
4, 8
5, 81
6, 74
7, 81
8, 84
9, 81
10, 76
11, 79
12, 86
13, 80
14, 85
15, 79
16, 81
17, 81
18, 81
19, 79
20, 78
21, 78
22, 84
23, 81
24, 77
25, 74
26, 82
27, 82
28, 79
29, 81
30, 79
31, 82
32, 84
33, 76
34, 84
35, 79
36, 81
37, 81
38, 82
39, 80
40, 79
41, 79
42, 85
43, 76
44, 78
45, 79
46, 80
47, 79
48, 86
49, 85
50, 81
51, 84
52, 82
53, 82
54, 83
55, 83
56, 82
57, 80
58, 79
59, 74
60, 73
61, 78
62, 81
63, 83
64, 83
65, 84
66, 84
67, 75
68, 83
69, 88
70, 80
71, 77
72, 78
73, 83
74, 82
75, 80
76, 80
77, 75
78, 79
79, 83
80, 77
81, 80
82, 80
83, 81
84, 86
85, 79
86, 77
87, 77
88, 82
89, 86
90, 84
91, 75
92, 80
93, 83
94, 83
95, 81
96, 80
97, 78
98, 78
99, 79
100, 82
101, 83
