7, 0
2, 0
3, 0
4, 0
5, 4
6, 67
7, 82
8, 86
9, 82
10, 84
11, 79
12, 81
13, 79
14, 79
15, 81
16, 81
17, 79
18, 83
19, 81
20, 82
21, 86
22, 82
23, 82
24, 76
25, 81
26, 82
27, 80
28, 81
29, 78
30, 80
31, 79
32, 79
33, 84
34, 83
35, 81
36, 78
37, 79
38, 78
39, 84
40, 79
41, 82
42, 72
43, 78
44, 76
45, 78
46, 80
47, 81
48, 83
49, 79
50, 77
51, 82
52, 84
53, 81
54, 77
55, 83
56, 85
57, 82
58, 78
59, 80
60, 81
61, 85
62, 83
63, 83
64, 81
65, 85
66, 79
67, 81
68, 78
69, 78
70, 76
71, 84
72, 79
73, 78
74, 80
75, 83
76, 79
77, 80
78, 79
79, 82
80, 85
81, 83
82, 80
83, 78
84, 80
85, 79
86, 77
87, 80
88, 84
89, 82
90, 82
91, 83
92, 75
93, 83
94, 86
95, 79
96, 79
97, 83
98, 80
99, 78
100, 82
101, 78
