10, 0
2, 0
3, 0
4, 0
5, 6
6, 85
7, 79
8, 79
9, 77
10, 80
11, 81
12, 84
13, 78
14, 78
15, 82
16, 79
17, 82
18, 84
19, 79
20, 83
21, 83
22, 82
23, 77
24, 80
25, 82
26, 86
27, 81
28, 86
29, 80
30, 83
31, 80
32, 76
33, 80
34, 81
35, 83
36, 83
37, 78
38, 85
39, 86
40, 79
41, 79
42, 80
43, 86
44, 81
45, 77
46, 83
47, 82
48, 80
49, 80
50, 86
51, 84
52, 79
53, 80
54, 82
55, 79
56, 86
57, 83
58, 85
59, 83
60, 83
61, 80
62, 79
63, 77
64, 81
65, 78
66, 83
67, 81
68, 83
69, 84
70, 85
71, 87
72, 83
73, 80
74, 80
75, 84
76, 81
77, 80
78, 80
79, 76
80, 78
81, 83
82, 85
83, 79
84, 80
85, 77
86, 78
87, 83
88, 80
89, 79
90, 79
91, 82
92, 86
93, 80
94, 80
95, 78
96, 77
97, 85
98, 84
99, 82
100, 79
101, 87
