6, 0
2, 0
3, 0
4, 1
5, 14
6, 80
7, 81
8, 78
9, 76
10, 79
11, 87
12, 81
13, 84
14, 84
15, 84
16, 83
17, 79
18, 79
19, 75
20, 84
21, 82
22, 82
23, 81
24, 83
25, 84
26, 79
27, 74
28, 75
29, 83
30, 86
31, 77
32, 79
33, 78
34, 82
35, 79
36, 83
37, 80
38, 81
39, 85
40, 86
41, 84
42, 86
43, 82
44, 82
45, 83
46, 84
47, 81
48, 85
49, 80
50, 79
51, 84
52, 80
53, 79
54, 79
55, 80
56, 80
57, 78
58, 79
59, 83
60, 80
61, 82
62, 85
63, 82
64, 84
65, 82
66, 81
67, 80
68, 76
69, 81
70, 84
71, 76
72, 82
73, 80
74, 82
75, 79
76, 84
77, 84
78, 82
79, 84
80, 79
81, 79
82, 82
83, 86
84, 82
85, 84
86, 81
87, 84
88, 78
89, 73
90, 83
91, 80
92, 84
93, 80
94, 74
95, 79
96, 80
97, 81
98, 83
99, 84
100, 80
101, 77
