9, 0
2, 0
3, 0
4, 0
5, 6
6, 79
7, 79
8, 83
9, 82
10, 79
11, 81
12, 80
13, 82
14, 81
15, 80
16, 83
17, 83
18, 80
19, 82
20, 81
21, 75
22, 78
23, 82
24, 82
25, 85
26, 83
27, 84
28, 78
29, 80
30, 83
31, 82
32, 78
33, 78
34, 83
35, 85
36, 79
37, 83
38, 81
39, 78
40, 84
41, 84
42, 80
43, 76
44, 75
45, 76
46, 80
47, 82
48, 81
49, 85
50, 82
51, 84
52, 77
53, 81
54, 87
55, 80
56, 82
57, 86
58, 82
59, 78
60, 82
61, 81
62, 82
63, 78
64, 79
65, 81
66, 84
67, 81
68, 85
69, 83
70, 86
71, 85
72, 82
73, 79
74, 78
75, 85
76, 81
77, 83
78, 79
79, 81
80, 82
81, 79
82, 79
83, 81
84, 76
85, 80
86, 78
87, 77
88, 84
89, 78
90, 81
91, 81
92, 79
93, 80
94, 78
95, 81
96, 87
97, 82
98, 80
99, 78
100, 81
101, 82
