8, 0
2, 0
3, 0
4, 0
5, 1
6, 16
7, 82
8, 81
9, 75
10, 80
11, 83
12, 85
13, 78
14, 81
15, 83
16, 80
17, 84
18, 79
19, 80
20, 80
21, 84
22, 78
23, 86
24, 79
25, 81
26, 81
27, 81
28, 80
29, 77
30, 74
31, 85
32, 80
33, 86
34, 79
35, 79
36, 85
37, 80
38, 80
39, 86
40, 80
41, 78
42, 81
43, 78
44, 74
45, 81
46, 86
47, 83
48, 81
49, 84
50, 86
51, 78
52, 80
53, 80
54, 80
55, 80
56, 82
57, 88
58, 81
59, 80
60, 85
61, 76
62, 82
63, 84
64, 84
65, 82
66, 80
67, 80
68, 84
69, 80
70, 83
71, 84
72, 81
73, 84
74, 83
75, 82
76, 83
77, 84
78, 80
79, 83
80, 83
81, 84
82, 76
83, 81
84, 81
85, 84
86, 80
87, 81
88, 79
89, 83
90, 78
91, 80
92, 83
93, 79
94, 84
95, 81
96, 86
97, 81
98, 84
99, 84
100, 82
101, 82
