4, 0
2, 0
3, 0
4, 0
5, 7
6, 77
7, 77
8, 79
9, 83
10, 84
11, 75
12, 82
13, 87
14, 84
15, 82
16, 80
17, 80
18, 78
19, 82
20, 79
21, 80
22, 82
23, 83
24, 79
25, 84
26, 82
27, 80
28, 82
29, 79
30, 81
31, 84
32, 79
33, 82
34, 83
35, 81
36, 83
37, 83
38, 84
39, 84
40, 79
41, 84
42, 84
43, 82
44, 80
45, 75
46, 80
47, 77
48, 86
49, 81
50, 84
51, 81
52, 81
53, 80
54, 78
55, 83
56, 86
57, 81
58, 78
59, 81
60, 88
61, 74
62, 80
63, 80
64, 76
65, 84
66, 74
67, 85
68, 80
69, 84
70, 83
71, 79
72, 79
73, 81
74, 75
75, 81
76, 83
77, 82
78, 85
79, 80
80, 79
81, 84
82, 82
83, 76
84, 84
85, 79
86, 80
87, 77
88, 81
89, 83
90, 84
91, 88
92, 78
93, 81
94, 80
95, 81
96, 82
97, 83
98, 85
99, 79
100, 79
101, 86
