0, 104
1, 278
2, 275
3, 273
4, 289
5, 283
6, 285
7, 265
8, 289
9, 268
10, 273
11, 289
12, 282
13, 284
14, 267
15, 281
16, 306
17, 272
18, 278
19, 276
20, 288
21, 293
22, 287
23, 296
24, 273
25, 274
26, 289
27, 292
28, 277
29, 288
30, 299
31, 281
32, 282
33, 270
34, 271
35, 267
36, 277
37, 265
38, 278
39, 292
40, 282
41, 278
42, 291
43, 259
44, 283
45, 291
46, 288
47, 279
48, 281
49, 284
50, 296
