0, 15
1, 350
2, 328
3, 349
4, 343
5, 340
6, 318
7, 341
8, 337
9, 343
10, 346
11, 340
12, 328
13, 342
14, 348
15, 333
16, 345
17, 332
18, 333
19, 342
20, 346
21, 332
22, 347
23, 336
24, 343
25, 333
26, 338
27, 336
28, 345
29, 349
30, 336
31, 336
32, 338
33, 340
34, 338
35, 337
36, 326
37, 347
38, 340
39, 336
40, 354
41, 334
42, 326
43, 331
44, 336
45, 332
46, 347
47, 342
48, 341
49, 352
50, 336
