0, 3
1, 174
2, 175
3, 185
4, 183
5, 178
6, 177
7, 179
8, 179
9, 182
10, 185
11, 177
12, 178
13, 183
14, 179
15, 181
16, 175
17, 176
18, 175
19, 184
20, 174
21, 168
22, 174
23, 181
24, 184
25, 178
26, 179
27, 183
28, 181
29, 175
30, 181
31, 179
32, 176
33, 175
34, 186
35, 182
36, 185
37, 171
38, 178
39, 184
40, 188
41, 183
42, 179
43, 175
44, 184
45, 182
46, 184
47, 179
48, 178
49, 187
50, 175
